NUMBER,OUTTLET_ID,TERRITORY,DISTRICT,ROUTE,SALESMAN_ID,SALESMAN_ID,PEMBELIAN,STOK,RETUR,PACK DISPLAY,SKU,,,,,,,,,,
171,LP054205171,5,42,5,SPV005,TMC042,2413800,119400,90500,100,14,,,,,,,,,,
172,LP054205172,5,42,5,SPV005,TMC042,957900,189600,88800,59,3,,,,,,,,,,
173,LP054205173,5,42,5,SPV005,TMC042,1754000,262500,61300,95,11,,,,,,,,,,
174,LP054205174,5,42,5,SPV005,TMC042,1723200,276500,47700,50,10,,,,,,,,,,
175,LP054205175,5,42,5,SPV005,TMC042,1264000,202500,39700,58,9,,,,,,,,,,
176,LP054205176,5,42,5,SPV005,TMC042,835500,247200,69600,60,8,,,,,,,,,,
177,LP054205177,5,42,5,SPV005,TMC042,989200,257500,53300,84,12,,,,,,,,,,
178,LP054205178,5,42,5,SPV005,TMC042,2301200,137400,93000,87,13,,,,,,,,,,
179,LP054205179,5,42,5,SPV005,TMC042,1689500,251900,104300,49,12,,,,,,,,,,
180,LP054205180,5,42,5,SPV005,TMC042,2053000,190300,64600,44,3,,,,,,,,,,
181,LP054205181,5,42,5,SPV005,TMC042,2680100,259100,76800,28,4,,,,,,,,,,
182,LP054205182,5,42,5,SPV005,TMC042,942300,292200,71900,50,10,,,,,,,,,,
183,LP054206183,5,42,6,SPV005,TMC042,1530700,166300,92000,98,14,,,,,,,,,,
184,LP054206184,5,42,6,SPV005,TMC042,1920400,112500,53500,46,6,,,,,,,,,,
185,LP054206185,5,42,6,SPV005,TMC042,3018800,268900,54600,80,10,,,,,,,,,,
186,LP054206186,5,42,6,SPV005,TMC042,2708900,264400,34200,75,6,,,,,,,,,,
187,LP054206187,5,42,6,SPV005,TMC042,1608900,304600,76500,66,3,,,,,,,,,,
188,LP054206188,5,42,6,SPV005,TMC042,2743300,151200,49200,95,14,,,,,,,,,,
189,LP054206189,5,42,6,SPV005,TMC042,2793800,115100,79600,59,9,,,,,,,,,,
190,LP054206190,5,42,6,SPV005,TMC042,1636500,138500,32600,96,6,,,,,,,,,,
191,LP054206191,5,42,6,SPV005,TMC042,1475100,218300,91400,50,8,,,,,,,,,,
192,LP054206192,5,42,6,SPV005,TMC042,2331000,248400,79200,64,4,,,,,,,,,,
193,LP054206193,5,42,6,SPV005,TMC042,2188100,126200,103700,98,11,,,,,,,,,,
194,LP054206194,5,42,6,SPV005,TMC042,1201600,137600,75800,91,3,,,,,,,,,,
195,LP054206195,5,42,6,SPV005,TMC042,2731400,205500,52900,47,8,,,,,,,,,,
196,LP054206196,5,42,6,SPV005,TMC042,2334600,171100,70400,98,7,,,,,,,,,,
197,LP054206197,5,42,6,SPV005,TMC042,2821800,84900,50500,77,12,,,,,,,,,,
1,LP054301001,5,43,1,SPV005,TMC043,1928300,295300,79100,93,13,,,,,,,,,,
2,LP054301002,5,43,1,SPV005,TMC043,2009200,238500,62700,50,15,,,,,,,,,,
3,LP054301003,5,43,1,SPV005,TMC043,2740500,137600,81300,100,3,,,,,,,,,,
4,LP054301004,5,43,1,SPV005,TMC043,2352800,236200,31000,40,8,,,,,,,,,,
5,LP054301005,5,43,1,SPV005,TMC043,1868400,184100,102900,55,15,,,,,,,,,,
6,LP054301006,5,43,1,SPV005,TMC043,2872200,116600,94000,49,15,,,,,,,,,,
7,LP054301007,5,43,1,SPV005,TMC043,840300,132300,67200,90,5,,,,,,,,,,
8,LP054301008,5,43,1,SPV005,TMC043,1850000,93500,31500,92,10,,,,,,,,,,
9,LP054301009,5,43,1,SPV005,TMC043,802100,226200,72900,72,6,,,,,,,,,,
10,LP054301010,5,43,1,SPV005,TMC043,1843800,127600,32800,29,6,,,,,,,,,,
11,LP054301011,5,43,1,SPV005,TMC043,884700,183600,88300,56,11,,,,,,,,,,
12,LP054301012,5,43,1,SPV005,TMC043,2512400,104300,59500,38,7,,,,,,,,,,
13,LP054301013,5,43,1,SPV005,TMC043,2898100,128400,32100,91,15,,,,,,,,,,
14,LP054301014,5,43,1,SPV005,TMC043,1645700,218600,59400,40,7,,,,,,,,,,
15,LP054301015,5,43,1,SPV005,TMC043,1774800,162500,44700,67,15,,,,,,,,,,
16,LP054301016,5,43,1,SPV005,TMC043,2750800,239800,71900,68,3,,,,,,,,,,
17,LP054301017,5,43,1,SPV005,TMC043,1170100,227700,76700,88,11,,,,,,,,,,
18,LP054301018,5,43,1,SPV005,TMC043,2166700,111400,52400,74,4,,,,,,,,,,
19,LP054301019,5,43,1,SPV005,TMC043,840600,99700,53200,60,15,,,,,,,,,,
20,LP054301020,5,43,1,SPV005,TMC043,2889300,193500,79300,87,12,,,,,,,,,,
21,LP054301021,5,43,1,SPV005,TMC043,2297400,105100,48600,39,9,,,,,,,,,,
22,LP054301022,5,43,1,SPV005,TMC043,2686900,300600,76800,59,11,,,,,,,,,,
23,LP054301023,5,43,1,SPV005,TMC043,2520600,186500,47000,89,10,,,,,,,,,,
24,LP054301024,5,43,1,SPV005,TMC043,968500,278500,51000,29,6,,,,,,,,,,
25,LP054301025,5,43,1,SPV005,TMC043,2741200,219500,64000,81,15,,,,,,,,,,
26,LP054301026,5,43,1,SPV005,TMC043,1805300,160900,42800,51,10,,,,,,,,,,
27,LP054301027,5,43,1,SPV005,TMC043,2089900,250000,75700,37,5,,,,,,,,,,
28,LP054301028,5,43,1,SPV005,TMC043,1910500,177000,94400,28,6,,,,,,,,,,
29,LP054301029,5,43,1,SPV005,TMC043,916400,190000,84500,62,7,,,,,,,,,,
30,LP054301030,5,43,1,SPV005,TMC043,1651500,240300,42900,34,7,,,,,,,,,,
31,LP054301031,5,43,1,SPV005,TMC043,1537300,217700,44900,60,5,,,,,,,,,,
32,LP054301032,5,43,1,SPV005,TMC043,1819000,204600,56900,51,8,,,,,,,,,,
33,LP054301033,5,43,1,SPV005,TMC043,2611000,179300,60400,58,6,,,,,,,,,,
34,LP054301034,5,43,1,SPV005,TMC043,2887000,155700,32800,82,12,,,,,,,,,,
35,LP054301035,5,43,1,SPV005,TMC043,2319100,277300,90000,87,14,,,,,,,,,,
36,LP054301036,5,43,1,SPV005,TMC043,2198400,227000,92300,65,7,,,,,,,,,,
37,LP054301037,5,43,1,SPV005,TMC043,1393400,162800,75700,36,6,,,,,,,,,,
38,LP054301038,5,43,1,SPV005,TMC043,2525800,286300,36200,45,4,,,,,,,,,,
39,LP054302039,5,43,2,SPV005,TMC043,2071400,106400,86400,56,5,,,,,,,,,,
40,LP054302040,5,43,2,SPV005,TMC043,1473700,97200,40500,33,9,,,,,,,,,,
41,LP054302041,5,43,2,SPV005,TMC043,2759500,251900,81200,93,9,,,,,,,,,,
42,LP054302042,5,43,2,SPV005,TMC043,2157600,134200,78600,32,13,,,,,,,,,,
43,LP054302043,5,43,2,SPV005,TMC043,2344000,197800,92100,78,14,,,,,,,,,,
44,LP054302044,5,43,2,SPV005,TMC043,1887600,260600,82500,78,7,,,,,,,,,,
45,LP054302045,5,43,2,SPV005,TMC043,2908500,192700,55700,28,11,,,,,,,,,,
46,LP054302046,5,43,2,SPV005,TMC043,2564100,263500,99600,26,12,,,,,,,,,,
47,LP054302047,5,43,2,SPV005,TMC043,2838000,212300,100200,70,5,,,,,,,,,,
48,LP054302048,5,43,2,SPV005,TMC043,2529000,142300,97600,39,10,,,,,,,,,,
49,LP054302049,5,43,2,SPV005,TMC043,772500,230200,41200,27,10,,,,,,,,,,
50,LP054302050,5,43,2,SPV005,TMC043,1591200,293900,45000,65,6,,,,,,,,,,
51,LP054302051,5,43,2,SPV005,TMC043,2126500,90200,69900,67,4,,,,,,,,,,
52,LP054302052,5,43,2,SPV005,TMC043,2616100,148600,103400,71,14,,,,,,,,,,
53,LP054302053,5,43,2,SPV005,TMC043,2368600,275500,44800,68,10,,,,,,,,,,
54,LP054302054,5,43,2,SPV005,TMC043,2958000,116900,44300,94,12,,,,,,,,,,
55,LP054302055,5,43,2,SPV005,TMC043,1649200,134300,86100,58,9,,,,,,,,,,
56,LP054302056,5,43,2,SPV005,TMC043,2998200,260900,37600,88,6,,,,,,,,,,
57,LP054302057,5,43,2,SPV005,TMC043,1041100,124400,96800,47,13,,,,,,,,,,
58,LP054302058,5,43,2,SPV005,TMC043,1116900,120300,54500,78,10,,,,,,,,,,
59,LP054302059,5,43,2,SPV005,TMC043,2016400,142400,60500,58,7,,,,,,,,,,
60,LP054302060,5,43,2,SPV005,TMC043,1026600,98400,63800,61,11,,,,,,,,,,
61,LP054302061,5,43,2,SPV005,TMC043,2906600,185100,93200,95,13,,,,,,,,,,
62,LP054302062,5,43,2,SPV005,TMC043,2643000,83100,45800,78,7,,,,,,,,,,
63,LP054302063,5,43,2,SPV005,TMC043,2235200,109500,46500,36,10,,,,,,,,,,
64,LP054302064,5,43,2,SPV005,TMC043,1260500,289700,102400,86,7,,,,,,,,,,
65,LP054302065,5,43,2,SPV005,TMC043,2617600,268400,106200,80,13,,,,,,,,,,
66,LP054302066,5,43,2,SPV005,TMC043,2379900,133300,85800,70,9,,,,,,,,,,
67,LP054302067,5,43,2,SPV005,TMC043,1602500,144300,85800,98,12,,,,,,,,,,
68,LP054302068,5,43,2,SPV005,TMC043,2817500,173600,59200,56,10,,,,,,,,,,
69,LP054302069,5,43,2,SPV005,TMC043,1256900,114500,62900,78,10,,,,,,,,,,
70,LP054302070,5,43,2,SPV005,TMC043,1574300,158300,62900,40,11,,,,,,,,,,
71,LP054302071,5,43,2,SPV005,TMC043,1120300,192900,58300,45,15,,,,,,,,,,
72,LP054302072,5,43,2,SPV005,TMC043,3026100,127800,43400,98,8,,,,,,,,,,
73,LP054302073,5,43,2,SPV005,TMC043,2965700,113400,46500,98,7,,,,,,,,,,
74,LP054302074,5,43,2,SPV005,TMC043,2326800,201800,78500,49,3,,,,,,,,,,
75,LP054302075,5,43,2,SPV005,TMC043,1097900,174100,84300,65,9,,,,,,,,,,
76,LP054302076,5,43,2,SPV005,TMC043,1728700,240700,51300,63,11,,,,,,,,,,
77,LP054302077,5,43,2,SPV005,TMC043,2672100,85200,105400,51,12,,,,,,,,,,
78,LP054303078,5,43,3,SPV005,TMC043,2057500,82700,85700,68,5,,,,,,,,,,
79,LP054303079,5,43,3,SPV005,TMC043,1250400,284700,53100,99,10,,,,,,,,,,
80,LP054303080,5,43,3,SPV005,TMC043,2054200,277900,96800,89,9,,,,,,,,,,
81,LP054303081,5,43,3,SPV005,TMC043,2608200,161200,33600,44,14,,,,,,,,,,
82,LP054303082,5,43,3,SPV005,TMC043,2956300,100200,104800,60,15,,,,,,,,,,
83,LP054303083,5,43,3,SPV005,TMC043,2000000,238800,63800,65,5,,,,,,,,,,
84,LP054303084,5,43,3,SPV005,TMC043,2454200,184600,50400,86,12,,,,,,,,,,
85,LP054303085,5,43,3,SPV005,TMC043,2564500,140700,104000,97,12,,,,,,,,,,
86,LP054303086,5,43,3,SPV005,TMC043,1454400,262200,49100,66,10,,,,,,,,,,
87,LP054303087,5,43,3,SPV005,TMC043,2689800,113200,90000,40,8,,,,,,,,,,
88,LP054303088,5,43,3,SPV005,TMC043,1053800,221500,60300,48,7,,,,,,,,,,
89,LP054303089,5,43,3,SPV005,TMC043,1590700,118900,37200,71,4,,,,,,,,,,
90,LP054303090,5,43,3,SPV005,TMC043,1250900,143500,59600,47,5,,,,,,,,,,
91,LP054303091,5,43,3,SPV005,TMC043,996400,117500,79400,99,6,,,,,,,,,,
92,LP054303092,5,43,3,SPV005,TMC043,1330000,111400,85100,77,13,,,,,,,,,,
93,LP054303093,5,43,3,SPV005,TMC043,1948700,268100,95400,46,4,,,,,,,,,,
94,LP054303094,5,43,3,SPV005,TMC043,1367600,81300,79700,87,15,,,,,,,,,,
95,LP054303095,5,43,3,SPV005,TMC043,877800,235200,95800,78,6,,,,,,,,,,
96,LP054303096,5,43,3,SPV005,TMC043,1733700,98300,43600,37,5,,,,,,,,,,
97,LP054303097,5,43,3,SPV005,TMC043,2043600,168400,30000,59,13,,,,,,,,,,
98,LP054303098,5,43,3,SPV005,TMC043,2472900,303000,80200,59,4,,,,,,,,,,
99,LP054303099,5,43,3,SPV005,TMC043,840700,300000,91700,88,9,,,,,,,,,,
100,LP054303100,5,43,3,SPV005,TMC043,1027700,294100,66100,31,9,,,,,,,,,,
101,LP054303101,5,43,3,SPV005,TMC043,1221100,296200,30600,43,8,,,,,,,,,,
102,LP054303102,5,43,3,SPV005,TMC043,1142400,239400,55300,98,3,,,,,,,,,,
103,LP054303103,5,43,3,SPV005,TMC043,2521400,279800,90700,77,11,,,,,,,,,,
104,LP054303104,5,43,3,SPV005,TMC043,1608800,104700,55100,84,6,,,,,,,,,,
105,LP054303105,5,43,3,SPV005,TMC043,968400,260900,49400,42,14,,,,,,,,,,
106,LP054303106,5,43,3,SPV005,TMC043,2284600,252800,42400,84,3,,,,,,,,,,
107,LP054303107,5,43,3,SPV005,TMC043,2626700,256100,46900,36,5,,,,,,,,,,
108,LP054303108,5,43,3,SPV005,TMC043,1421400,140500,35100,44,9,,,,,,,,,,
109,LP054303109,5,43,3,SPV005,TMC043,1158300,148900,64800,34,6,,,,,,,,,,
110,LP054303110,5,43,3,SPV005,TMC043,2011100,101300,93400,97,4,,,,,,,,,,
111,LP054303111,5,43,3,SPV005,TMC043,1852500,253300,95100,76,9,,,,,,,,,,
112,LP054303112,5,43,3,SPV005,TMC043,2416400,145800,69400,34,14,,,,,,,,,,
113,LP054303113,5,43,3,SPV005,TMC043,1357800,104900,65900,87,11,,,,,,,,,,
114,LP054303114,5,43,3,SPV005,TMC043,944900,145800,90800,32,9,,,,,,,,,,
115,LP054303115,5,43,3,SPV005,TMC043,905300,161300,81000,82,3,,,,,,,,,,
116,LP054303116,5,43,3,SPV005,TMC043,1718600,189700,97900,95,10,,,,,,,,,,
117,LP054304117,5,43,4,SPV005,TMC043,929400,140600,34200,66,8,,,,,,,,,,
118,LP054304118,5,43,4,SPV005,TMC043,2959400,145600,76000,87,13,,,,,,,,,,
119,LP054304119,5,43,4,SPV005,TMC043,2270600,162800,72800,82,9,,,,,,,,,,
120,LP054304120,5,43,4,SPV005,TMC043,2313200,297300,85900,42,4,,,,,,,,,,
121,LP054304121,5,43,4,SPV005,TMC043,1643700,113100,67800,60,3,,,,,,,,,,
122,LP054304122,5,43,4,SPV005,TMC043,2386200,87100,28200,93,7,,,,,,,,,,
123,LP054304123,5,43,4,SPV005,TMC043,1318600,104900,96600,98,15,,,,,,,,,,
124,LP054304124,5,43,4,SPV005,TMC043,2573500,218800,80800,56,14,,,,,,,,,,
125,LP054304125,5,43,4,SPV005,TMC043,1705600,266000,84700,28,13,,,,,,,,,,
126,LP054304126,5,43,4,SPV005,TMC043,1554300,286800,36200,32,9,,,,,,,,,,
127,LP054304127,5,43,4,SPV005,TMC043,1949900,118000,77200,54,9,,,,,,,,,,
128,LP054304128,5,43,4,SPV005,TMC043,2338300,187400,44300,53,8,,,,,,,,,,
129,LP054304129,5,43,4,SPV005,TMC043,1819300,242200,48700,83,5,,,,,,,,,,
130,LP054304130,5,43,4,SPV005,TMC043,2251000,134000,55300,97,7,,,,,,,,,,
131,LP054304131,5,43,4,SPV005,TMC043,2651000,133800,74000,46,11,,,,,,,,,,
132,LP054304132,5,43,4,SPV005,TMC043,1537600,270300,32300,89,11,,,,,,,,,,
133,LP054304133,5,43,4,SPV005,TMC043,848000,250100,63200,76,15,,,,,,,,,,
134,LP054304134,5,43,4,SPV005,TMC043,1193000,131000,79500,87,6,,,,,,,,,,
135,LP054304135,5,43,4,SPV005,TMC043,1637700,90500,66800,26,6,,,,,,,,,,
136,LP054304136,5,43,4,SPV005,TMC043,852200,105300,45000,93,10,,,,,,,,,,
137,LP054304137,5,43,4,SPV005,TMC043,2404300,199800,102700,45,5,,,,,,,,,,
138,LP054304138,5,43,4,SPV005,TMC043,772600,219900,59900,48,10,,,,,,,,,,
139,LP054304139,5,43,4,SPV005,TMC043,1200200,184800,70100,27,5,,,,,,,,,,
140,LP054304140,5,43,4,SPV005,TMC043,2515200,182200,67300,61,7,,,,,,,,,,
141,LP054304141,5,43,4,SPV005,TMC043,2744700,305100,84500,34,6,,,,,,,,,,
142,LP054304142,5,43,4,SPV005,TMC043,1351100,86500,45200,72,15,,,,,,,,,,
143,LP054304143,5,43,4,SPV005,TMC043,2260800,225500,60200,79,11,,,,,,,,,,
144,LP054304144,5,43,4,SPV005,TMC043,1648200,290400,73500,52,14,,,,,,,,,,
145,LP054304145,5,43,4,SPV005,TMC043,2229000,280400,96400,32,6,,,,,,,,,,
146,LP054304146,5,43,4,SPV005,TMC043,2728900,279300,82000,55,10,,,,,,,,,,
147,LP054304147,5,43,4,SPV005,TMC043,3012600,292500,38200,33,14,,,,,,,,,,
148,LP054304148,5,43,4,SPV005,TMC043,1718200,196400,52300,59,11,,,,,,,,,,
149,LP054304149,5,43,4,SPV005,TMC043,1096800,223300,83500,52,6,,,,,,,,,,
150,LP054304150,5,43,4,SPV005,TMC043,1046800,98300,94200,62,11,,,,,,,,,,
151,LP054304151,5,43,4,SPV005,TMC043,1575300,191300,75900,83,13,,,,,,,,,,
152,LP054305152,5,43,5,SPV005,TMC043,1685900,213000,66200,57,9,,,,,,,,,,
153,LP054305153,5,43,5,SPV005,TMC043,1537100,149000,80300,41,6,,,,,,,,,,
154,LP054305154,5,43,5,SPV005,TMC043,2619300,216600,84900,65,13,,,,,,,,,,
155,LP054305155,5,43,5,SPV005,TMC043,1589300,233500,37000,60,15,,,,,,,,,,
156,LP054305156,5,43,5,SPV005,TMC043,1544700,209400,54700,82,15,,,,,,,,,,
157,LP054305157,5,43,5,SPV005,TMC043,1226200,274500,53200,44,14,,,,,,,,,,
158,LP054305158,5,43,5,SPV005,TMC043,1901400,151900,50200,72,10,,,,,,,,,,
159,LP054305159,5,43,5,SPV005,TMC043,2606100,95100,86700,66,15,,,,,,,,,,
160,LP054305160,5,43,5,SPV005,TMC043,2951000,199900,97100,35,13,,,,,,,,,,
161,LP054305161,5,43,5,SPV005,TMC043,1049300,105000,54800,51,11,,,,,,,,,,
162,LP054305162,5,43,5,SPV005,TMC043,2055800,119700,54800,94,14,,,,,,,,,,
163,LP054305163,5,43,5,SPV005,TMC043,2381900,204600,29500,82,7,,,,,,,,,,
164,LP054305164,5,43,5,SPV005,TMC043,2992700,146600,34100,43,12,,,,,,,,,,
165,LP054305165,5,43,5,SPV005,TMC043,3025100,223400,51300,85,15,,,,,,,,,,
166,LP054305166,5,43,5,SPV005,TMC043,2063900,237300,99400,82,3,,,,,,,,,,
167,LP054305167,5,43,5,SPV005,TMC043,1184200,112900,92700,96,3,,,,,,,,,,
168,LP054305168,5,43,5,SPV005,TMC043,1578600,237400,86200,91,15,,,,,,,,,,
169,LP054305169,5,43,5,SPV005,TMC043,2722000,181000,28000,80,10,,,,,,,,,,
170,LP054305170,5,43,5,SPV005,TMC043,1584000,226100,71600,53,3,,,,,,,,,,
171,LP054305171,5,43,5,SPV005,TMC043,2862100,191000,92000,66,9,,,,,,,,,,
172,LP054305172,5,43,5,SPV005,TMC043,1128700,233900,66400,26,4,,,,,,,,,,
173,LP054305173,5,43,5,SPV005,TMC043,2932800,110200,86000,40,6,,,,,,,,,,
174,LP054305174,5,43,5,SPV005,TMC043,2757600,281600,78600,44,3,,,,,,,,,,
175,LP054305175,5,43,5,SPV005,TMC043,1189500,277800,79800,96,6,,,,,,,,,,
176,LP054305176,5,43,5,SPV005,TMC043,2627800,280600,31900,63,4,,,,,,,,,,
177,LP054305177,5,43,5,SPV005,TMC043,1752400,174200,76100,49,8,,,,,,,,,,
178,LP054305178,5,43,5,SPV005,TMC043,1855500,222500,99700,50,8,,,,,,,,,,
179,LP054305179,5,43,5,SPV005,TMC043,2133100,267000,99300,38,7,,,,,,,,,,
180,LP054305180,5,43,5,SPV005,TMC043,1393700,122700,71300,31,5,,,,,,,,,,
181,LP054305181,5,43,5,SPV005,TMC043,1780100,179000,63600,38,8,,,,,,,,,,
182,LP054305182,5,43,5,SPV005,TMC043,1225500,190400,91200,37,10,,,,,,,,,,
183,LP054305183,5,43,5,SPV005,TMC043,1850600,192000,94400,64,8,,,,,,,,,,
184,LP054305184,5,43,5,SPV005,TMC043,2391200,284100,72200,63,6,,,,,,,,,,
185,LP054305185,5,43,5,SPV005,TMC043,1499000,210700,65900,41,6,,,,,,,,,,
186,LP054305186,5,43,5,SPV005,TMC043,1618700,268600,97700,62,4,,,,,,,,,,
187,LP054305187,5,43,5,SPV005,TMC043,2188400,286300,98800,43,8,,,,,,,,,,
188,LP054305188,5,43,5,SPV005,TMC043,1408500,219600,75500,69,10,,,,,,,,,,
189,LP054305189,5,43,5,SPV005,TMC043,2906200,121200,37600,71,15,,,,,,,,,,
190,LP054306190,5,43,6,SPV005,TMC043,1081300,299600,67500,90,8,,,,,,,,,,
191,LP054306191,5,43,6,SPV005,TMC043,1037700,223400,81800,76,10,,,,,,,,,,
192,LP054306192,5,43,6,SPV005,TMC043,1402500,159600,70600,87,3,,,,,,,,,,
193,LP054306193,5,43,6,SPV005,TMC043,1303300,225800,92500,57,11,,,,,,,,,,
194,LP054306194,5,43,6,SPV005,TMC043,2805600,220900,36700,32,15,,,,,,,,,,
195,LP054306195,5,43,6,SPV005,TMC043,1921100,131900,68300,91,13,,,,,,,,,,
196,LP054306196,5,43,6,SPV005,TMC043,1340800,223400,45600,84,11,,,,,,,,,,
197,LP054306197,5,43,6,SPV005,TMC043,891400,246900,86700,89,6,,,,,,,,,,
198,LP054306198,5,43,6,SPV005,TMC043,2417600,146500,61300,34,11,,,,,,,,,,
199,LP054306199,5,43,6,SPV005,TMC043,2051200,160700,81700,36,5,,,,,,,,,,
200,LP054306200,5,43,6,SPV005,TMC043,1294800,276800,76900,34,14,,,,,,,,,,
201,LP054306201,5,43,6,SPV005,TMC043,2300800,194700,80400,43,4,,,,,,,,,,
202,LP054306202,5,43,6,SPV005,TMC043,940500,173000,77900,42,4,,,,,,,,,,
203,LP054306203,5,43,6,SPV005,TMC043,817400,137000,77100,47,11,,,,,,,,,,
204,LP054306204,5,43,6,SPV005,TMC043,1998100,124600,34900,99,8,,,,,,,,,,
205,LP054306205,5,43,6,SPV005,TMC043,2875600,206600,40700,40,6,,,,,,,,,,
1,LP054401001,5,44,1,SPV005,TMC044,2671900,138500,56700,57,6,,,,,,,,,,
2,LP054401002,5,44,1,SPV005,TMC044,1185300,237700,97700,34,14,,,,,,,,,,
3,LP054401003,5,44,1,SPV005,TMC044,2706900,278000,61600,65,7,,,,,,,,,,
4,LP054401004,5,44,1,SPV005,TMC044,1032000,92500,90600,51,9,,,,,,,,,,
5,LP054401005,5,44,1,SPV005,TMC044,1537600,283500,70000,39,4,,,,,,,,,,
6,LP054401006,5,44,1,SPV005,TMC044,2359300,204900,98100,91,15,,,,,,,,,,
7,LP054401007,5,44,1,SPV005,TMC044,1199100,191400,46400,51,14,,,,,,,,,,
8,LP054401008,5,44,1,SPV005,TMC044,1686200,84200,87800,85,13,,,,,,,,,,
9,LP054401009,5,44,1,SPV005,TMC044,2299500,284800,81300,70,15,,,,,,,,,,
10,LP054401010,5,44,1,SPV005,TMC044,1498300,134600,99000,52,15,,,,,,,,,,
11,LP054401011,5,44,1,SPV005,TMC044,1275700,143100,62800,67,6,,,,,,,,,,
12,LP054401012,5,44,1,SPV005,TMC044,2960100,98000,65800,51,10,,,,,,,,,,
13,LP054401013,5,44,1,SPV005,TMC044,1228200,270500,83200,51,12,,,,,,,,,,
14,LP054401014,5,44,1,SPV005,TMC044,2677500,139600,60600,84,8,,,,,,,,,,
15,LP054401015,5,44,1,SPV005,TMC044,1551300,80800,87800,35,12,,,,,,,,,,
16,LP054401016,5,44,1,SPV005,TMC044,1262100,128200,60600,53,10,,,,,,,,,,
17,LP054401017,5,44,1,SPV005,TMC044,2202000,204000,85100,31,11,,,,,,,,,,
18,LP054401018,5,44,1,SPV005,TMC044,794400,169100,70000,88,3,,,,,,,,,,
19,LP054401019,5,44,1,SPV005,TMC044,796600,112600,69300,58,13,,,,,,,,,,
20,LP054401020,5,44,1,SPV005,TMC044,2315000,158900,100000,72,10,,,,,,,,,,
21,LP054401021,5,44,1,SPV005,TMC044,1766900,116500,87200,56,6,,,,,,,,,,
22,LP054401022,5,44,1,SPV005,TMC044,2175200,159900,42300,68,7,,,,,,,,,,
23,LP054401023,5,44,1,SPV005,TMC044,911600,279400,62500,74,7,,,,,,,,,,
24,LP054401024,5,44,1,SPV005,TMC044,2794600,86500,66400,86,12,,,,,,,,,,
25,LP054401025,5,44,1,SPV005,TMC044,2026600,272000,72300,46,6,,,,,,,,,,
26,LP054401026,5,44,1,SPV005,TMC044,1455300,202500,80300,60,12,,,,,,,,,,
27,LP054401027,5,44,1,SPV005,TMC044,2630000,294300,66300,75,4,,,,,,,,,,
28,LP054401028,5,44,1,SPV005,TMC044,896800,275500,47500,47,6,,,,,,,,,,
29,LP054401029,5,44,1,SPV005,TMC044,2117700,202200,75800,58,8,,,,,,,,,,
30,LP054401030,5,44,1,SPV005,TMC044,1601300,279500,100600,63,15,,,,,,,,,,
31,LP054401031,5,44,1,SPV005,TMC044,1137700,148200,71500,58,4,,,,,,,,,,
32,LP054401032,5,44,1,SPV005,TMC044,2430300,249200,54500,43,14,,,,,,,,,,
33,LP054401033,5,44,1,SPV005,TMC044,1518900,132900,48700,60,9,,,,,,,,,,
34,LP054401034,5,44,1,SPV005,TMC044,1021400,226900,80200,87,4,,,,,,,,,,
35,LP054401035,5,44,1,SPV005,TMC044,1584600,161100,40300,79,13,,,,,,,,,,
36,LP054402036,5,44,2,SPV005,TMC044,2039700,180800,67900,83,11,,,,,,,,,,
37,LP054402037,5,44,2,SPV005,TMC044,968300,299600,57600,53,8,,,,,,,,,,
38,LP054402038,5,44,2,SPV005,TMC044,1497500,188900,98700,65,10,,,,,,,,,,
39,LP054402039,5,44,2,SPV005,TMC044,1226600,255900,66600,29,6,,,,,,,,,,
40,LP054402040,5,44,2,SPV005,TMC044,2838900,272400,48500,36,12,,,,,,,,,,
41,LP054402041,5,44,2,SPV005,TMC044,2789800,222500,62600,66,7,,,,,,,,,,
42,LP054402042,5,44,2,SPV005,TMC044,1320400,235800,62800,59,9,,,,,,,,,,
43,LP054402043,5,44,2,SPV005,TMC044,948800,210900,59000,28,3,,,,,,,,,,
44,LP054402044,5,44,2,SPV005,TMC044,2686200,170200,78600,92,12,,,,,,,,,,
45,LP054402045,5,44,2,SPV005,TMC044,2749200,244400,55200,77,10,,,,,,,,,,
46,LP054402046,5,44,2,SPV005,TMC044,1419400,172400,67000,85,3,,,,,,,,,,
47,LP054402047,5,44,2,SPV005,TMC044,1445600,118300,58400,49,15,,,,,,,,,,
48,LP054402048,5,44,2,SPV005,TMC044,2314600,302900,96400,45,15,,,,,,,,,,
49,LP054402049,5,44,2,SPV005,TMC044,1912300,168100,33200,65,11,,,,,,,,,,
50,LP054402050,5,44,2,SPV005,TMC044,1396800,301200,63500,68,8,,,,,,,,,,
51,LP054402051,5,44,2,SPV005,TMC044,1115800,201800,75000,98,5,,,,,,,,,,
52,LP054402052,5,44,2,SPV005,TMC044,1872000,84700,82800,84,7,,,,,,,,,,
53,LP054402053,5,44,2,SPV005,TMC044,1348800,125900,101900,54,12,,,,,,,,,,
54,LP054402054,5,44,2,SPV005,TMC044,1558200,163100,106100,93,3,,,,,,,,,,
55,LP054402055,5,44,2,SPV005,TMC044,1887900,234700,48900,85,3,,,,,,,,,,
56,LP054402056,5,44,2,SPV005,TMC044,2107700,141900,73700,74,7,,,,,,,,,,
57,LP054402057,5,44,2,SPV005,TMC044,2398200,273800,37500,51,15,,,,,,,,,,
58,LP054402058,5,44,2,SPV005,TMC044,1319200,264200,80300,32,14,,,,,,,,,,
