NUMBER,OUTTLET_ID,OUTLET_NAME,REG_CODE,TERRITORY,DISTRICT,ROUTE,SALESMAN_ID,SALESMAN_ID,KABUPATEN,KECAMATAN,KELURAHAN,COVERAGE_STATUS,OWNER_NAME,OUTLET_TYPE,TYPE_KAWASAN,TIPE_BANGUNAN,POSISI,UNIT_DISPLAY,TIPE_SHOPBLIND
138,LP043305138,ABAS,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,ABAS,TOKO,PEMUKIMAN [PMK],Permanen,PERTIGAAN,BELUM ADA,SMALL
139,LP043305139,ALI,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,ALI,ROMBONG,PERKANTORAN [PKT],Tidak Permanen,PERTIGAAN,KOMPETITOR & OUTLET,SMALL
140,LP043305140,Ana,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,Ana,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
141,LP043305141,ARINDA,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,ARINDA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
142,LP043305142,BAGUS,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,BAGUS,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
143,LP043305143,CAHAYA,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,CAHAYA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR,BIG
144,LP043305144,CASIO CELL,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,CASIO CELL,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
145,LP043305145,CICI,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,CICI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
146,LP043305146,CINDY,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG TEBA,Coverage,CINDY,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
147,LP043305147,Didin,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG TEBA,Coverage,Didin,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
148,LP043305148,DINI,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,DINI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
149,LP043305149,EWITRI,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,EWITRI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
150,LP043305150,EZA,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,PAHOMAN,Coverage,EZA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
151,LP043305151,HANAFI,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,HANAFI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
152,LP043305152,IDA,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG TEBA,Coverage,IDA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
153,LP043305153,IPAN,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,IPAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
154,LP043305154,LASTRI,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG TEBA,Coverage,SULASTRI,TOKO,PEMUKIMAN [PMK],Permanen,TUSUK SATE,OUTLET,MEDIUM
155,LP043305155,MADE,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG TEBA,Coverage,MADE,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,SMALL
156,LP043305156,MAISAROH,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,MAISAROH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
157,LP043305157,Maria,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,PAHOMAN,Coverage,Maria,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
158,LP043305158,Maria ulfa,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,Maria ulfa,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR,MEDIUM
159,LP043305159,Nando,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,Nando,TOKO,PEMUKIMAN [PMK],Permanen,PERTIGAAN,OUTLET,MEDIUM
160,LP043305160,Opick,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,PAHOMAN,Coverage,Opick,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
161,LP043305161,RAFFI CELL,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,RAFFI CELL,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
162,LP043305162,RAHMA,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG TEBA,Coverage,RAHMA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
163,LP043305163,SHIVA,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,SHEVA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
164,LP043305164,Suarti,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,Suarti,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
165,LP043305165,SURATMAN,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG TEBA,Coverage,SURATMAN,TOKO,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,OUTLET,SMALL
166,LP043305166,SURYA,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,SURYA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
167,LP043305167,TITO,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,SUMUR BATU,Coverage,TITO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
168,LP043305168,Yusi,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG TEBA,Coverage,Yusi,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
169,LP043305169,Zahira,LPG,4,33,5,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG TEBA,Coverage,Zahira,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR,MEDIUM
170,LP043306170,ASEP,LPG,4,33,6,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG RAYA,Coverage,ASEP,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
171,LP043306171,BIMO,LPG,4,33,6,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,PAHOMAN,Coverage,BIMO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
172,LP043306172,DIAN,LPG,4,33,6,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG TEBA,Coverage,RAFFI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
173,LP043306173,H. JAJULI,LPG,4,33,6,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG TEBA,Coverage,JULI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
174,LP043306174,IZUL CELL,LPG,4,33,6,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG TEBA,Coverage,IZUL CELL,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
175,LP043306175,LIA,LPG,4,33,6,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,PAHOMAN,Coverage,LIA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
176,LP043306176,Marcell,LPG,4,33,6,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG TEBA,Coverage,Marcell,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
177,LP043306177,MASRUROH,LPG,4,33,6,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG TEBA,Coverage,MASRUROH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
178,LP043306178,MASTIAH,LPG,4,33,6,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,PAHOMAN,Coverage,MASTIAH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
179,LP043306179,MUKLISIN,LPG,4,33,6,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG TEBA,Coverage,MUKLIS,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,PERUSAHAAN & OUTLET,MEDIUM
180,LP043306180,NOVA,LPG,4,33,6,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG TEBA,Coverage,NOVA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
181,LP043306181,PAK SALEH,LPG,4,33,6,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,PAHOMAN,Coverage,PAK SALEH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
182,LP043306182,PENDI,LPG,4,33,6,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG RAYA,Coverage,PENDI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
183,LP043306183,SAMANI,LPG,4,33,6,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG TEBA,Coverage,SANANI,TOKO,PEMUKIMAN [PMK],Tidak Permanen,SEJAJAR JALAN,OUTLET,SMALL
184,LP043306184,SRI MARYATI,LPG,4,33,6,SPV004,TMC033,BANDAR LAMPUNG,TELUK BETUNG UTARA,KUPANG TEBA,Coverage,SRI MARYATI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
1,LP043401001,ANDREAN,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SUKA JAWA,Coverage,ANDREAN,TOKO,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,BELUM ADA,TIDAK MENDUKUNG
2,LP043401002,ARIF,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SUKA JAWA,Coverage,ARIF,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
3,LP043401003,BASUKI,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,BASUKI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
4,LP043401004,BU SUR,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,BU SUR,TOKO,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,OUTLET,BIG
5,LP043401005,DAHAYU,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,DAHAYU,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
6,LP043401006,DANIEL,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,DANIEL,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
7,LP043401007,ELSA,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SUKA JAWA,Coverage,ELSA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
8,LP043401008,EVI,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,EVI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
9,LP043401009,FADLI,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PASIR GINTUNG,Coverage,FADLI,TOKO,PEMUKIMAN [PMK],Semi-Permanen,PERTIGAAN,OUTLET,BIG
10,LP043401010,FAISAL,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SUKA JAWA,Coverage,FAISAL,TOKO,PEMUKIMAN [PMK],Permanen,PERTIGAAN,OUTLET,BIG
11,LP043401011,FIRDAUS,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,FIRDAUS,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
12,LP043401012,H. OMAY,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SUKA JAWA,Coverage,H. OMAY,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
13,LP043401013,HENDRA,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,HEDRA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
14,LP043401014,ICAN,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PASIR GINTUNG,Coverage,ICAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
15,LP043401015,IIN,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,IIN,ROMBONG,PEMUKIMAN [PMK],Tidak Permanen,SEJAJAR JALAN,BELUM ADA,SMALL
16,LP043401016,IPUNG,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,IPUNG,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
17,LP043401017,IZAL,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,IZAL,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,SMALL
18,LP043401018,KRISYA,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PASIR GINTUNG,Coverage,KRISYA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,SMALL
19,LP043401019,MBAH KEMAN,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,MBAH KEMAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
20,LP043401020,MERCY,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,MERCY,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR,BIG
21,LP043401021,MERY,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PASIR GINTUNG,Coverage,MERY,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
22,LP043401022,MIRANDA,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SUKA JAWA,Coverage,MIRANDA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
23,LP043401023,MUGI,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,MUGI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
24,LP043401024,MUTIAAH,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,MUTIAAH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
25,LP043401025,RATI,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,RATI,RUMAH MAKAN,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,OUTLET,SMALL
26,LP043401026,RINGO,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,RINGO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
27,LP043401027,SAPTO,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SUKA JAWA,Coverage,SAPTO,ROMBONG,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
28,LP043401028,SEPTI,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SUKA JAWA,Coverage,SEPTI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
29,LP043401029,SILABAN,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SUKA JAWA,Coverage,SILABAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
30,LP043401030,SISKA,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,SISKA,TOKO,PEMUKIMAN [PMK],Permanen,PERTIGAAN,KOMPETITOR & OUTLET,BIG
31,LP043401031,SRI,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SUKA JAWA,Coverage,SRI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
32,LP043401032,SURABAYA,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,SURABAYA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
33,LP043401033,WAK LELA,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,WAK LELA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
34,LP043401034,WANTO,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SUKA JAWA,Coverage,WANTO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
35,LP043401035,WATI,LPG,4,34,1,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,WATI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
36,LP043402036,ADAM,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,SETIA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
37,LP043402037,AKBAR,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,OYONG,TOKO BESAR,PERKANTORAN [PKT],Permanen,PERTIGAAN,BELUM ADA,BIG
38,LP043402038,ALI,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,KEDATON,SUKAMENANTI,Coverage,KEMBAR,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,PERUSAHAAN,MEDIUM
39,LP043402039,ANDREW,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,ANDREW,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
40,LP043402040,ARUM,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,KEDATON,SUKAMENANTI,Coverage,BERKAT,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
41,LP043402041,AZISTI,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,KEDATON,SUKAMENANTI,Coverage,AZISTI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
42,LP043402042,CICI,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,GUNUNG SARI,Coverage,CICI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
43,LP043402043,CITRA,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,CITRA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
44,LP043402044,DEDI,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG TIMUR,JAGA BAYA I,Coverage,DEDI,TOKO,PEMUKIMAN [PMK],Permanen,PERTIGAAN,PERUSAHAAN & KOMPETITOR,SMALL
45,LP043402045,DESTI,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,DESTI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
46,LP043402046,DIAN,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,DIAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
47,LP043402047,FEBY,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,KEDATON,SUKAMENANTI,Coverage,FEBY,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,PERUSAHAAN,MEDIUM
48,LP043402048,IBU RIZKI,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,IBU RIZKI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
49,LP043402049,JUHRI,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,JUHRI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
50,LP043402050,LULU,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,KEDATON,SUKAMENANTI,Coverage,LULU,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
51,LP043402051,M. NUR,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,M. NUR,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
52,LP043402052,MAK IPING,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,MAK IPING,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
53,LP043402053,NADIA,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,NADIA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
54,LP043402054,NADIA,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,NADIA,TOKO,NON-KAWASAN [NKW],Semi-Permanen,SEJAJAR JALAN,BELUM ADA,SMALL
55,LP043402055,NAUFAL,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,GUNUNG SARI,Coverage,TYO_PONDOK CELL,KIOS,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
56,LP043402056,NISWA,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,NISWA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
57,LP043402057,OKTA,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,OKTA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
58,LP043402058,PANGERAN,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,KEDATON,SUKAMENANTI,Coverage,PANGERAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
59,LP043402059,PARDI,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,KEDATON,SUKAMENANTI,Coverage,SAPUTRI,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
